Navn;Stasjon;Tid(norsk normaltid);Høyeste vindkast (1 t);Lufttemperatur
Slettnes Fyr;SN96400;23.02.2024 12:00;7,7;1
Slettnes Fyr;SN96400;23.02.2024 13:00;11,5;2,4
Slettnes Fyr;SN96400;23.02.2024 14:00;10,6;2,3
Slettnes Fyr;SN96400;23.02.2024 15:00;14,5;2
Slettnes Fyr;SN96400;23.02.2024 16:00;12,1;2,1
Slettnes Fyr;SN96400;23.02.2024 17:00;14,1;2
Slettnes Fyr;SN96400;23.02.2024 18:00;15,1;0,7
Slettnes Fyr;SN96400;23.02.2024 19:00;12,2;1
Slettnes Fyr;SN96400;23.02.2024 20:00;15,3;0,2
Slettnes Fyr;SN96400;23.02.2024 21:00;8,9;1
Slettnes Fyr;SN96400;23.02.2024 22:00;13,7;0,9
Slettnes Fyr;SN96400;23.02.2024 23:00;17,5;0,2
Slettnes Fyr;SN96400;24.02.2024 00:00;21,6;0,4
Slettnes Fyr;SN96400;24.02.2024 01:00;11,2;1,4
Slettnes Fyr;SN96400;24.02.2024 02:00;8,8;0,9
Slettnes Fyr;SN96400;24.02.2024 03:00;8,5;0,5
Slettnes Fyr;SN96400;24.02.2024 04:00;8,3;1,6
Slettnes Fyr;SN96400;24.02.2024 05:00;9;2,6
Slettnes Fyr;SN96400;24.02.2024 06:00;11,6;2,3
Slettnes Fyr;SN96400;24.02.2024 07:00;13,2;2,3
Slettnes Fyr;SN96400;24.02.2024 08:00;18;2,3
Slettnes Fyr;SN96400;24.02.2024 09:00;19,3;2,7
Slettnes Fyr;SN96400;24.02.2024 10:00;20,8;2,9
Slettnes Fyr;SN96400;24.02.2024 11:00;19,4;3,1
Slettnes Fyr;SN96400;24.02.2024 12:00;19,1;3,4
Slettnes Fyr;SN96400;24.02.2024 13:00;21,2;3,1
Slettnes Fyr;SN96400;24.02.2024 14:00;28,4;3,2
Slettnes Fyr;SN96400;24.02.2024 15:00;29,1;3,3
Slettnes Fyr;SN96400;24.02.2024 16:00;27,9;3
Slettnes Fyr;SN96400;24.02.2024 17:00;28,6;2,8
Slettnes Fyr;SN96400;24.02.2024 18:00;26,4;2,6
Slettnes Fyr;SN96400;24.02.2024 19:00;23,6;2,5
Slettnes Fyr;SN96400;24.02.2024 20:00;23;2,2
Slettnes Fyr;SN96400;24.02.2024 21:00;23,6;2,2
Slettnes Fyr;SN96400;24.02.2024 22:00;21,3;2,1
Slettnes Fyr;SN96400;24.02.2024 23:00;19;1,7
Slettnes Fyr;SN96400;25.02.2024 00:00;17,4;1,2
Slettnes Fyr;SN96400;25.02.2024 01:00;18,7;1
Slettnes Fyr;SN96400;25.02.2024 02:00;19,3;1,2
Slettnes Fyr;SN96400;25.02.2024 03:00;21,8;1,1
Slettnes Fyr;SN96400;25.02.2024 04:00;19,3;0,8
Slettnes Fyr;SN96400;25.02.2024 05:00;17,8;0,7
Slettnes Fyr;SN96400;25.02.2024 06:00;17;0,6
Slettnes Fyr;SN96400;25.02.2024 07:00;18,1;0,1
Slettnes Fyr;SN96400;25.02.2024 08:00;15,3;-0,2
Slettnes Fyr;SN96400;25.02.2024 09:00;14,6;0,2
Slettnes Fyr;SN96400;25.02.2024 10:00;13,8;-0,5
Slettnes Fyr;SN96400;25.02.2024 11:00;14,9;1,5
Slettnes Fyr;SN96400;25.02.2024 12:00;14,3;1,8
Slettnes Fyr;SN96400;25.02.2024 13:00;13,3;1,5
Slettnes Fyr;SN96400;25.02.2024 14:00;13,2;1,6
Slettnes Fyr;SN96400;25.02.2024 15:00;12,2;1,3
Slettnes Fyr;SN96400;25.02.2024 16:00;13;0,6
Slettnes Fyr;SN96400;25.02.2024 17:00;14,9;1,3
Slettnes Fyr;SN96400;25.02.2024 18:00;12,5;0,3
Slettnes Fyr;SN96400;25.02.2024 19:00;13,9;0,3
Slettnes Fyr;SN96400;25.02.2024 20:00;14,4;0,2
Slettnes Fyr;SN96400;25.02.2024 21:00;15,2;-1,7
Slettnes Fyr;SN96400;25.02.2024 22:00;15,7;-1,3
Slettnes Fyr;SN96400;25.02.2024 23:00;14,5;-1,3
Slettnes Fyr;SN96400;26.02.2024 00:00;14,1;-1,5
Slettnes Fyr;SN96400;26.02.2024 01:00;13;-1,7
Slettnes Fyr;SN96400;26.02.2024 02:00;17,5;-0,3
Slettnes Fyr;SN96400;26.02.2024 03:00;17,9;-0,4
Slettnes Fyr;SN96400;26.02.2024 04:00;14,6;-0,2
Slettnes Fyr;SN96400;26.02.2024 05:00;15,7;-1
Slettnes Fyr;SN96400;26.02.2024 06:00;14,9;-1,9
Slettnes Fyr;SN96400;26.02.2024 07:00;11,8;-1,9
Slettnes Fyr;SN96400;26.02.2024 08:00;10,8;-1,2
Slettnes Fyr;SN96400;26.02.2024 09:00;10;-1
Slettnes Fyr;SN96400;26.02.2024 10:00;8,5;-0,5
Slettnes Fyr;SN96400;26.02.2024 11:00;10,5;0,2
Slettnes Fyr;SN96400;26.02.2024 12:00;9,8;0,3
Slettnes Fyr;SN96400;26.02.2024 13:00;9,2;0,9
Slettnes Fyr;SN96400;26.02.2024 14:00;7,2;0,9
Slettnes Fyr;SN96400;26.02.2024 15:00;8,4;0,9
Slettnes Fyr;SN96400;26.02.2024 16:00;10,6;0,8
Slettnes Fyr;SN96400;26.02.2024 17:00;12,3;0,9
Slettnes Fyr;SN96400;26.02.2024 18:00;12,5;0,2
Slettnes Fyr;SN96400;26.02.2024 19:00;12,5;1,7
Slettnes Fyr;SN96400;26.02.2024 20:00;22,2;1,8
Slettnes Fyr;SN96400;26.02.2024 21:00;22,4;1,5
Slettnes Fyr;SN96400;26.02.2024 22:00;18,9;1,2
Slettnes Fyr;SN96400;26.02.2024 23:00;15,2;1,5
Slettnes Fyr;SN96400;27.02.2024 00:00;14,7;0,2
Slettnes Fyr;SN96400;27.02.2024 01:00;13,3;-0,4
Slettnes Fyr;SN96400;27.02.2024 02:00;12,3;0,5
Slettnes Fyr;SN96400;27.02.2024 03:00;11,8;0
Slettnes Fyr;SN96400;27.02.2024 04:00;12,6;0
Slettnes Fyr;SN96400;27.02.2024 05:00;13,7;-0,2
Slettnes Fyr;SN96400;27.02.2024 06:00;14,1;0,3
Slettnes Fyr;SN96400;27.02.2024 07:00;13,8;0,3
Slettnes Fyr;SN96400;27.02.2024 08:00;12,7;-0,4
Slettnes Fyr;SN96400;27.02.2024 09:00;13;0,1
Slettnes Fyr;SN96400;27.02.2024 10:00;13,6;0,7
Slettnes Fyr;SN96400;27.02.2024 11:00;11,7;0,5
Slettnes Fyr;SN96400;27.02.2024 12:00;10,6;-0,3
Slettnes Fyr;SN96400;27.02.2024 13:00;9;-0,5
Slettnes Fyr;SN96400;27.02.2024 14:00;9,3;-1,1
Slettnes Fyr;SN96400;27.02.2024 15:00;9,7;-1,3
Slettnes Fyr;SN96400;27.02.2024 16:00;9,1;-1,5
Slettnes Fyr;SN96400;27.02.2024 17:00;10,9;-1,7
Slettnes Fyr;SN96400;27.02.2024 18:00;12,5;-2,5
Slettnes Fyr;SN96400;27.02.2024 19:00;11,9;-3,1
Slettnes Fyr;SN96400;27.02.2024 20:00;10,4;-3
Slettnes Fyr;SN96400;27.02.2024 21:00;7;-2,2
Slettnes Fyr;SN96400;27.02.2024 22:00;10,3;-2,3
Slettnes Fyr;SN96400;27.02.2024 23:00;16;-3
Slettnes Fyr;SN96400;28.02.2024 00:00;21,1;-2,7
Slettnes Fyr;SN96400;28.02.2024 01:00;18,3;-2,7
Slettnes Fyr;SN96400;28.02.2024 02:00;19,6;-2,8
Slettnes Fyr;SN96400;28.02.2024 03:00;19,7;-1,9
Slettnes Fyr;SN96400;28.02.2024 04:00;21,2;-1,8
Slettnes Fyr;SN96400;28.02.2024 05:00;21,9;-1
Slettnes Fyr;SN96400;28.02.2024 06:00;22,1;-1,9
Slettnes Fyr;SN96400;28.02.2024 07:00;23,3;-2
Slettnes Fyr;SN96400;28.02.2024 08:00;24;-2
Slettnes Fyr;SN96400;28.02.2024 09:00;25,1;-1,3
Slettnes Fyr;SN96400;28.02.2024 10:00;17;-1,1
Slettnes Fyr;SN96400;28.02.2024 11:00;18,6;-0,8
Slettnes Fyr;SN96400;28.02.2024 12:00;20,4;-0,9
Slettnes Fyr;SN96400;28.02.2024 13:00;20,3;-0,9
Slettnes Fyr;SN96400;28.02.2024 14:00;18,7;-0,5
Slettnes Fyr;SN96400;28.02.2024 15:00;18,3;-0,7
Slettnes Fyr;SN96400;28.02.2024 16:00;16,1;-0,1
Slettnes Fyr;SN96400;28.02.2024 17:00;18,9;-0,1
Slettnes Fyr;SN96400;28.02.2024 18:00;20,3;-0,4
Slettnes Fyr;SN96400;28.02.2024 19:00;22,1;-0,5
Slettnes Fyr;SN96400;28.02.2024 20:00;19,3;0,4
Slettnes Fyr;SN96400;28.02.2024 21:00;22,6;0,7
Slettnes Fyr;SN96400;28.02.2024 22:00;18,8;0,2
Slettnes Fyr;SN96400;28.02.2024 23:00;23,9;0,6
Slettnes Fyr;SN96400;29.02.2024 00:00;20,2;0,1
Slettnes Fyr;SN96400;29.02.2024 01:00;22,6;-0,2
Slettnes Fyr;SN96400;29.02.2024 02:00;23,9;-0,1
Slettnes Fyr;SN96400;29.02.2024 03:00;23,1;-0,3
Slettnes Fyr;SN96400;29.02.2024 04:00;18,5;-0,3
Slettnes Fyr;SN96400;29.02.2024 05:00;16,4;0,5
Slettnes Fyr;SN96400;29.02.2024 06:00;15,5;0,5
Slettnes Fyr;SN96400;29.02.2024 07:00;13,2;-0,1
Slettnes Fyr;SN96400;29.02.2024 08:00;12,4;0,8
Slettnes Fyr;SN96400;29.02.2024 09:00;13,2;0,5
Slettnes Fyr;SN96400;29.02.2024 10:00;9,8;0,1
Slettnes Fyr;SN96400;29.02.2024 11:00;9,1;0,1
Slettnes Fyr;SN96400;29.02.2024 12:00;10,7;0
Slettnes Fyr;SN96400;29.02.2024 13:00;10,5;-0,8
Slettnes Fyr;SN96400;29.02.2024 14:00;9,1;-1
Slettnes Fyr;SN96400;29.02.2024 15:00;9,6;-1,1
Slettnes Fyr;SN96400;29.02.2024 16:00;10,5;-1,5
Slettnes Fyr;SN96400;29.02.2024 17:00;8,9;-1,5
Slettnes Fyr;SN96400;29.02.2024 18:00;11,1;-0,5
Slettnes Fyr;SN96400;29.02.2024 19:00;9,4;0,6
Slettnes Fyr;SN96400;29.02.2024 20:00;13,6;0,3
Slettnes Fyr;SN96400;29.02.2024 21:00;11,6;1,5
Slettnes Fyr;SN96400;29.02.2024 22:00;21,7;1,4
Slettnes Fyr;SN96400;29.02.2024 23:00;22;1,5
Slettnes Fyr;SN96400;01.03.2024 00:00;16,7;0,5
Slettnes Fyr;SN96400;01.03.2024 01:00;25;0,6
Slettnes Fyr;SN96400;01.03.2024 02:00;19,7;1,6
Slettnes Fyr;SN96400;01.03.2024 03:00;18,2;1,5
Slettnes Fyr;SN96400;01.03.2024 04:00;21,1;2,4
Slettnes Fyr;SN96400;01.03.2024 05:00;17,7;2,3
Slettnes Fyr;SN96400;01.03.2024 06:00;17,9;2,8
Slettnes Fyr;SN96400;01.03.2024 07:00;19,2;3,2
Slettnes Fyr;SN96400;01.03.2024 08:00;16,2;4
Slettnes Fyr;SN96400;01.03.2024 09:00;15,6;2,9
Slettnes Fyr;SN96400;01.03.2024 10:00;17,2;3,5
Slettnes Fyr;SN96400;01.03.2024 11:00;19,1;4,2
Slettnes Fyr;SN96400;01.03.2024 12:00;18,4;3,7
Slettnes Fyr;SN96400;01.03.2024 13:00;16,8;3,2
Slettnes Fyr;SN96400;01.03.2024 14:00;17,3;3,6
Slettnes Fyr;SN96400;01.03.2024 15:00;16;3,7
Slettnes Fyr;SN96400;01.03.2024 16:00;17,9;3
Slettnes Fyr;SN96400;01.03.2024 17:00;14,4;3,6
Slettnes Fyr;SN96400;01.03.2024 18:00;15;3,8
Slettnes Fyr;SN96400;01.03.2024 19:00;14,2;4,2
Slettnes Fyr;SN96400;01.03.2024 20:00;15,6;4
Slettnes Fyr;SN96400;01.03.2024 21:00;15,3;3,9
Slettnes Fyr;SN96400;01.03.2024 22:00;15,6;3,9
Slettnes Fyr;SN96400;01.03.2024 23:00;15,4;3,9
Slettnes Fyr;SN96400;02.03.2024 00:00;15,3;3,5
Slettnes Fyr;SN96400;02.03.2024 01:00;12,6;3,7
Slettnes Fyr;SN96400;02.03.2024 02:00;11,4;3,1
Slettnes Fyr;SN96400;02.03.2024 03:00;8,8;3,2
Slettnes Fyr;SN96400;02.03.2024 04:00;9,6;2,5
Slettnes Fyr;SN96400;02.03.2024 05:00;11,5;3,1
Slettnes Fyr;SN96400;02.03.2024 06:00;11,2;2,8
Slettnes Fyr;SN96400;02.03.2024 07:00;10,7;2,9
Slettnes Fyr;SN96400;02.03.2024 08:00;11,2;3,5
Slettnes Fyr;SN96400;02.03.2024 09:00;11,2;3,2
Slettnes Fyr;SN96400;02.03.2024 10:00;11,4;3,3
Slettnes Fyr;SN96400;02.03.2024 11:00;12,7;3,5
Slettnes Fyr;SN96400;02.03.2024 12:00;12,1;2,6
Slettnes Fyr;SN96400;02.03.2024 13:00;10,7;3,1
Slettnes Fyr;SN96400;02.03.2024 14:00;10,2;3
Slettnes Fyr;SN96400;02.03.2024 15:00;10,2;3
Slettnes Fyr;SN96400;02.03.2024 16:00;8,7;3
Slettnes Fyr;SN96400;02.03.2024 17:00;8,3;2,7
Slettnes Fyr;SN96400;02.03.2024 18:00;7,4;2,4
Slettnes Fyr;SN96400;02.03.2024 19:00;7,4;2,4
Slettnes Fyr;SN96400;02.03.2024 20:00;7,5;2,5
Slettnes Fyr;SN96400;02.03.2024 21:00;6;2,6
Slettnes Fyr;SN96400;02.03.2024 22:00;5,6;2,7
Slettnes Fyr;SN96400;02.03.2024 23:00;4,4;2,6
Slettnes Fyr;SN96400;03.03.2024 00:00;5,4;3,2
Slettnes Fyr;SN96400;03.03.2024 01:00;3,6;3,1
Slettnes Fyr;SN96400;03.03.2024 02:00;3,7;2,4
Slettnes Fyr;SN96400;03.03.2024 03:00;5,3;2,2
Slettnes Fyr;SN96400;03.03.2024 04:00;3,4;2
Slettnes Fyr;SN96400;03.03.2024 05:00;5;1,6
Slettnes Fyr;SN96400;03.03.2024 06:00;4;1,9
Slettnes Fyr;SN96400;03.03.2024 07:00;6;2
Slettnes Fyr;SN96400;03.03.2024 08:00;6,7;2,4
Slettnes Fyr;SN96400;03.03.2024 09:00;7,1;2,5
Slettnes Fyr;SN96400;03.03.2024 10:00;6,5;2,4
Slettnes Fyr;SN96400;03.03.2024 11:00;8,5;3,2
Slettnes Fyr;SN96400;03.03.2024 12:00;10;3,5
Slettnes Fyr;SN96400;03.03.2024 13:00;11,2;3,1
Slettnes Fyr;SN96400;03.03.2024 14:00;12;2,2
Slettnes Fyr;SN96400;03.03.2024 15:00;11,8;2,8
Slettnes Fyr;SN96400;03.03.2024 16:00;12,5;2,3
Slettnes Fyr;SN96400;03.03.2024 17:00;11,3;2,4
Slettnes Fyr;SN96400;03.03.2024 18:00;11,8;2,4
Slettnes Fyr;SN96400;03.03.2024 19:00;10,8;2,5
Slettnes Fyr;SN96400;03.03.2024 20:00;9,2;2,4
Slettnes Fyr;SN96400;03.03.2024 21:00;8,6;2,3
Slettnes Fyr;SN96400;03.03.2024 22:00;8,6;2,5
Slettnes Fyr;SN96400;03.03.2024 23:00;7,3;2,2
Slettnes Fyr;SN96400;04.03.2024 00:00;6,8;2,3
Slettnes Fyr;SN96400;04.03.2024 01:00;6,7;2
Slettnes Fyr;SN96400;04.03.2024 02:00;6,9;2
Slettnes Fyr;SN96400;04.03.2024 03:00;6,2;1
Slettnes Fyr;SN96400;04.03.2024 04:00;6,4;1,2
Slettnes Fyr;SN96400;04.03.2024 05:00;7,3;1
Slettnes Fyr;SN96400;04.03.2024 06:00;7,6;1,4
Slettnes Fyr;SN96400;04.03.2024 07:00;6,3;1,3
Slettnes Fyr;SN96400;04.03.2024 08:00;5,9;0,8
Slettnes Fyr;SN96400;04.03.2024 09:00;4,5;0,8
Slettnes Fyr;SN96400;04.03.2024 10:00;6;0,2
Slettnes Fyr;SN96400;04.03.2024 11:00;6,9;0,7
Slettnes Fyr;SN96400;04.03.2024 12:00;5,4;0,2
Slettnes Fyr;SN96400;04.03.2024 13:00;5,7;-0,6
Slettnes Fyr;SN96400;04.03.2024 14:00;4,6;-1,5
Slettnes Fyr;SN96400;04.03.2024 15:00;3,3;-1
Slettnes Fyr;SN96400;04.03.2024 16:00;3,4;-1,4
Slettnes Fyr;SN96400;04.03.2024 17:00;2;-1,2
Slettnes Fyr;SN96400;04.03.2024 18:00;1,5;-0,9
Slettnes Fyr;SN96400;04.03.2024 19:00;1,5;-0,9
Slettnes Fyr;SN96400;04.03.2024 20:00;2,2;-0,8
Slettnes Fyr;SN96400;04.03.2024 21:00;2;-1,7
Slettnes Fyr;SN96400;04.03.2024 22:00;2,7;-1,6
Slettnes Fyr;SN96400;04.03.2024 23:00;2,3;-1,6
Slettnes Fyr;SN96400;05.03.2024 00:00;2,1;-1,7
Slettnes Fyr;SN96400;05.03.2024 01:00;2,8;-1,4
Slettnes Fyr;SN96400;05.03.2024 02:00;4,2;-1,1
Slettnes Fyr;SN96400;05.03.2024 03:00;5,3;-0,8
Slettnes Fyr;SN96400;05.03.2024 04:00;6,1;-0,1
Slettnes Fyr;SN96400;05.03.2024 05:00;5,6;-0,7
Slettnes Fyr;SN96400;05.03.2024 06:00;6,3;-0,5
Slettnes Fyr;SN96400;05.03.2024 07:00;5,8;-0,2
Slettnes Fyr;SN96400;05.03.2024 08:00;4,4;-0,2
Slettnes Fyr;SN96400;05.03.2024 09:00;5,2;0,1
Slettnes Fyr;SN96400;05.03.2024 10:00;6,4;-0,2
Slettnes Fyr;SN96400;05.03.2024 11:00;7,2;0,2
Slettnes Fyr;SN96400;05.03.2024 12:00;8,9;1,3
Slettnes Fyr;SN96400;05.03.2024 13:00;9,9;1,3
Slettnes Fyr;SN96400;05.03.2024 14:00;10;1,3
Slettnes Fyr;SN96400;05.03.2024 15:00;10,8;1,3
Slettnes Fyr;SN96400;05.03.2024 16:00;9,8;1
Slettnes Fyr;SN96400;05.03.2024 17:00;10,3;1,2
Slettnes Fyr;SN96400;05.03.2024 18:00;9,5;1
Slettnes Fyr;SN96400;05.03.2024 19:00;8,3;1,8
Slettnes Fyr;SN96400;05.03.2024 20:00;9,2;1,7
Slettnes Fyr;SN96400;05.03.2024 21:00;8,3;0,9
Slettnes Fyr;SN96400;05.03.2024 22:00;7,6;1,1
Slettnes Fyr;SN96400;05.03.2024 23:00;8,8;2,1
Slettnes Fyr;SN96400;06.03.2024 00:00;7,5;1,9
Slettnes Fyr;SN96400;06.03.2024 01:00;6,3;1,9
Slettnes Fyr;SN96400;06.03.2024 02:00;5,5;1,7
Slettnes Fyr;SN96400;06.03.2024 03:00;7,6;1,7
Slettnes Fyr;SN96400;06.03.2024 04:00;9;2,4
Slettnes Fyr;SN96400;06.03.2024 05:00;9,4;3,2
Slettnes Fyr;SN96400;06.03.2024 06:00;10;3
Slettnes Fyr;SN96400;06.03.2024 07:00;10;3
Slettnes Fyr;SN96400;06.03.2024 08:00;8,9;2,8
Slettnes Fyr;SN96400;06.03.2024 09:00;8,8;2,9
Slettnes Fyr;SN96400;06.03.2024 10:00;10,9;3,3
Slettnes Fyr;SN96400;06.03.2024 11:00;15,3;3,6
Slettnes Fyr;SN96400;06.03.2024 12:00;14,3;3,5
Slettnes Fyr;SN96400;06.03.2024 13:00;15,2;3,8
Slettnes Fyr;SN96400;06.03.2024 14:00;16,5;3,9
Slettnes Fyr;SN96400;06.03.2024 15:00;17,3;3,7
Slettnes Fyr;SN96400;06.03.2024 16:00;13,4;3,7
Slettnes Fyr;SN96400;06.03.2024 17:00;12,9;3,7
Slettnes Fyr;SN96400;06.03.2024 18:00;14,6;3,9
Slettnes Fyr;SN96400;06.03.2024 19:00;15,4;3,8
Slettnes Fyr;SN96400;06.03.2024 20:00;15,6;3,7
Slettnes Fyr;SN96400;06.03.2024 21:00;15,2;4
Slettnes Fyr;SN96400;06.03.2024 22:00;15,7;3,9
Slettnes Fyr;SN96400;06.03.2024 23:00;15,7;3,9
Slettnes Fyr;SN96400;07.03.2024 00:00;18,3;4,1
Slettnes Fyr;SN96400;07.03.2024 01:00;18,4;3,9
Slettnes Fyr;SN96400;07.03.2024 02:00;20,4;4
Slettnes Fyr;SN96400;07.03.2024 03:00;21,4;4
Slettnes Fyr;SN96400;07.03.2024 04:00;23,4;3,4
Slettnes Fyr;SN96400;07.03.2024 05:00;22,3;2,7
Slettnes Fyr;SN96400;07.03.2024 06:00;21,7;2,6
Slettnes Fyr;SN96400;07.03.2024 07:00;20,6;2,1
Slettnes Fyr;SN96400;07.03.2024 08:00;19,1;1,9
Slettnes Fyr;SN96400;07.03.2024 09:00;16,2;2
Slettnes Fyr;SN96400;07.03.2024 10:00;14,8;2,1
Slettnes Fyr;SN96400;07.03.2024 11:00;14,1;1,6
Slettnes Fyr;SN96400;07.03.2024 12:00;13,6;2,1
Slettnes Fyr;SN96400;07.03.2024 13:00;12,7;2,3
Slettnes Fyr;SN96400;07.03.2024 14:00;13;2,5
Slettnes Fyr;SN96400;07.03.2024 15:00;13,6;2,2
Slettnes Fyr;SN96400;07.03.2024 16:00;12,2;2,1
Slettnes Fyr;SN96400;07.03.2024 17:00;13,3;1,3
Slettnes Fyr;SN96400;07.03.2024 18:00;12,3;1,6
Slettnes Fyr;SN96400;07.03.2024 19:00;12,7;1,5
Slettnes Fyr;SN96400;07.03.2024 20:00;13,1;1,3
Slettnes Fyr;SN96400;07.03.2024 21:00;11,3;1
Slettnes Fyr;SN96400;07.03.2024 22:00;11,3;0,7
Slettnes Fyr;SN96400;07.03.2024 23:00;9,7;0,7
Slettnes Fyr;SN96400;08.03.2024 00:00;10,6;0,8
Slettnes Fyr;SN96400;08.03.2024 01:00;11,1;0,7
Slettnes Fyr;SN96400;08.03.2024 02:00;9,5;1
Slettnes Fyr;SN96400;08.03.2024 03:00;10,2;1,1
Slettnes Fyr;SN96400;08.03.2024 04:00;9,7;0,2
Slettnes Fyr;SN96400;08.03.2024 05:00;9,5;0,5
Slettnes Fyr;SN96400;08.03.2024 06:00;8,2;1,1
Slettnes Fyr;SN96400;08.03.2024 07:00;10,2;1
Slettnes Fyr;SN96400;08.03.2024 08:00;7,3;0,5
Slettnes Fyr;SN96400;08.03.2024 09:00;11,4;1,1
Slettnes Fyr;SN96400;08.03.2024 10:00;11,4;1,4
Slettnes Fyr;SN96400;08.03.2024 11:00;9,2;1,7
Slettnes Fyr;SN96400;08.03.2024 12:00;9,9;1,4
Slettnes Fyr;SN96400;08.03.2024 13:00;7,1;0,8
Slettnes Fyr;SN96400;08.03.2024 14:00;9,5;2,1
Slettnes Fyr;SN96400;08.03.2024 15:00;11,7;3
Slettnes Fyr;SN96400;08.03.2024 16:00;10,1;3,2
Slettnes Fyr;SN96400;08.03.2024 17:00;13,1;3,4
Slettnes Fyr;SN96400;08.03.2024 18:00;13,6;2,3
Slettnes Fyr;SN96400;08.03.2024 19:00;12,8;3,6
Slettnes Fyr;SN96400;08.03.2024 20:00;11,9;3,7
Slettnes Fyr;SN96400;08.03.2024 21:00;12,6;3,8
Slettnes Fyr;SN96400;08.03.2024 22:00;13,3;3,8
Slettnes Fyr;SN96400;08.03.2024 23:00;15,1;3,9
Slettnes Fyr;SN96400;09.03.2024 00:00;15,5;3,7
Slettnes Fyr;SN96400;09.03.2024 01:00;15,9;3,7
Slettnes Fyr;SN96400;09.03.2024 02:00;14,3;3,7
Slettnes Fyr;SN96400;09.03.2024 03:00;15,5;3,3
Slettnes Fyr;SN96400;09.03.2024 04:00;15,1;2,9
Slettnes Fyr;SN96400;09.03.2024 05:00;15,4;2,7
Slettnes Fyr;SN96400;09.03.2024 06:00;15;3,1
Slettnes Fyr;SN96400;09.03.2024 07:00;13,6;2,8
Slettnes Fyr;SN96400;09.03.2024 08:00;13,5;3,1
Slettnes Fyr;SN96400;09.03.2024 09:00;12,1;3,2
Slettnes Fyr;SN96400;09.03.2024 10:00;13,1;3,1
Slettnes Fyr;SN96400;09.03.2024 11:00;15,3;3,1
Slettnes Fyr;SN96400;09.03.2024 12:00;13,6;3
Slettnes Fyr;SN96400;09.03.2024 13:00;11,4;3,4
Slettnes Fyr;SN96400;09.03.2024 14:00;12,7;3,4
Slettnes Fyr;SN96400;09.03.2024 15:00;13;3,5
Slettnes Fyr;SN96400;09.03.2024 16:00;13,9;3,7
Slettnes Fyr;SN96400;09.03.2024 17:00;12,3;3,4
Slettnes Fyr;SN96400;09.03.2024 18:00;13,1;3,6
Slettnes Fyr;SN96400;09.03.2024 19:00;12,7;3,5
Slettnes Fyr;SN96400;09.03.2024 20:00;10,4;3,4
Slettnes Fyr;SN96400;09.03.2024 21:00;11,8;2,8
Slettnes Fyr;SN96400;09.03.2024 22:00;12,8;3,5
Slettnes Fyr;SN96400;09.03.2024 23:00;13,3;3,6
Slettnes Fyr;SN96400;10.03.2024 00:00;13,7;3,5
Slettnes Fyr;SN96400;10.03.2024 01:00;15,2;3,9
Slettnes Fyr;SN96400;10.03.2024 02:00;15,2;3,7
Slettnes Fyr;SN96400;10.03.2024 03:00;14,9;3,4
Slettnes Fyr;SN96400;10.03.2024 04:00;16,5;3,4
Slettnes Fyr;SN96400;10.03.2024 05:00;16,2;3,1
Slettnes Fyr;SN96400;10.03.2024 06:00;16,9;3,1
Slettnes Fyr;SN96400;10.03.2024 07:00;16,7;3
Slettnes Fyr;SN96400;10.03.2024 08:00;17,1;2,8
Slettnes Fyr;SN96400;10.03.2024 09:00;18,4;3,2
Slettnes Fyr;SN96400;10.03.2024 10:00;17,9;3,2
Slettnes Fyr;SN96400;10.03.2024 11:00;16,7;3,6
Slettnes Fyr;SN96400;10.03.2024 12:00;18,3;3,6
Slettnes Fyr;SN96400;10.03.2024 13:00;17,7;2,7
Slettnes Fyr;SN96400;10.03.2024 14:00;17,8;2,1
Slettnes Fyr;SN96400;10.03.2024 15:00;16,3;2,6
Slettnes Fyr;SN96400;10.03.2024 16:00;16,4;2,4
Slettnes Fyr;SN96400;10.03.2024 17:00;15,2;2,4
Slettnes Fyr;SN96400;10.03.2024 18:00;14,8;2,3
Slettnes Fyr;SN96400;10.03.2024 19:00;14,1;2,2
Slettnes Fyr;SN96400;10.03.2024 20:00;13,9;1,9
Slettnes Fyr;SN96400;10.03.2024 21:00;13,7;1,3
Slettnes Fyr;SN96400;10.03.2024 22:00;11,9;1,5
Slettnes Fyr;SN96400;10.03.2024 23:00;11,4;0,7
Slettnes Fyr;SN96400;11.03.2024 00:00;11,9;1,6
Slettnes Fyr;SN96400;11.03.2024 01:00;11,9;1,1
Slettnes Fyr;SN96400;11.03.2024 02:00;10,2;1,4
Slettnes Fyr;SN96400;11.03.2024 03:00;10,5;1,5
Slettnes Fyr;SN96400;11.03.2024 04:00;8,8;1,3
Slettnes Fyr;SN96400;11.03.2024 05:00;9,7;1,6
Slettnes Fyr;SN96400;11.03.2024 06:00;9,1;1,8
Slettnes Fyr;SN96400;11.03.2024 07:00;9,3;0,7
Slettnes Fyr;SN96400;11.03.2024 08:00;8,2;1,9
Slettnes Fyr;SN96400;11.03.2024 09:00;8,6;1,4
Slettnes Fyr;SN96400;11.03.2024 10:00;8,6;1
Slettnes Fyr;SN96400;11.03.2024 11:00;9;2,1
Slettnes Fyr;SN96400;11.03.2024 12:00;11,1;1,8
Slettnes Fyr;SN96400;11.03.2024 13:00;11,3;1,7
Slettnes Fyr;SN96400;11.03.2024 14:00;10,9;2,3
Slettnes Fyr;SN96400;11.03.2024 15:00;12,3;2,3
